filter,filename,mean,std,median,resistant_mean,resistant_std,resistant_std_of_mean,sigma_clipped_mean,sigma_clipped_std,n_pixels,bg_fraction
NISP_Y,galaxy_and_stream_convolved_7_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.765854,4.380183,58.417667,58.732365,4.165296,0.022579,58.628242,3.979143,34067,0.851675
NISP_Y,galaxy_and_stream_convolved_3_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.335621,3.733348,56.072048,56.309956,3.645019,0.018808,56.215652,3.473566,37601,0.940025
NISP_Y,galaxy_and_stream_convolved_7_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.203144,4.178901,57.904247,58.176796,3.980830,0.021284,58.076324,3.803534,35013,0.875325
NISP_Y,galaxy_and_stream_convolved_3_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.441509,3.787357,56.165558,56.411449,3.678747,0.019114,56.314537,3.503534,37088,0.927200
NISP_Y,galaxy_and_stream_convolved_2_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.869465,3.955652,58.580948,58.842899,3.855058,0.020174,58.764977,3.712111,36550,0.913750
NISP_Y,galaxy_and_stream_convolved_4_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.281635,5.389059,56.872166,57.233006,4.963572,0.025973,57.096878,4.663384,36593,0.914825
NISP_Y,galaxy_and_stream_convolved_3_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.301338,3.724767,56.040878,56.275745,3.636472,0.018735,56.180515,3.463181,37716,0.942900
NISP_Y,galaxy_and_stream_convolved_9_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.187508,4.716856,55.833744,56.159897,4.632699,0.024079,56.039242,4.406138,37053,0.926325
NISP_Y,galaxy_and_stream_convolved_1_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.278103,5.341447,57.875042,58.250511,5.043035,0.026824,58.141624,4.807282,35381,0.884525
NISP_Y,galaxy_and_stream_convolved_6_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.277058,6.250105,57.170712,57.458702,5.009870,0.026286,57.395046,4.733677,36551,0.913775
NISP_Y,galaxy_and_stream_convolved_6_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.806297,6.442866,57.682789,57.996033,5.187592,0.027834,57.927227,4.887391,34953,0.873825
NISP_Y,galaxy_and_stream_convolved_9_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.910286,4.652112,55.553970,55.883430,4.570359,0.023570,55.763222,4.343877,37636,0.940900
NISP_Y,galaxy_and_stream_convolved_7_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.937191,4.435688,58.584747,58.903828,4.222226,0.023016,58.796280,4.031360,33689,0.842225
NISP_Y,galaxy_and_stream_convolved_5_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,63.044361,6.315740,62.613667,63.009789,5.959710,0.034520,62.908607,5.706893,29845,0.746125
NISP_Y,galaxy_and_stream_convolved_7_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.627201,4.320431,58.305450,58.595501,4.108723,0.022234,58.496113,3.929026,34182,0.854550
NISP_Y,galaxy_and_stream_convolved_6_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.534637,6.361341,57.409992,57.719555,5.114622,0.027157,57.653694,4.823101,35690,0.892250
NISP_Y,galaxy_and_stream_convolved_5_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.529522,5.466425,59.263008,59.486298,5.119750,0.027012,59.386177,4.861314,35984,0.899600
NISP_Y,galaxy_and_stream_convolved_8_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,54.889805,4.459661,54.565205,54.876438,4.419037,0.022618,54.768024,4.223021,38193,0.954825
NISP_Y,galaxy_and_stream_convolved_1_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.124584,5.303631,57.722012,58.096893,5.003410,0.026446,57.982811,4.753234,35831,0.895775
NISP_Y,galaxy_and_stream_convolved_5_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.702927,5.580948,59.425636,59.655579,5.168534,0.027447,59.557922,4.911174,35519,0.887975
NISP_Y,galaxy_and_stream_convolved_7_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.251732,4.204647,57.942619,58.222080,3.995477,0.021387,58.118397,3.814034,34937,0.873425
NISP_Y,galaxy_and_stream_convolved_2_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.670525,3.905306,58.386303,58.644371,3.805203,0.019788,58.569069,3.665983,37014,0.925350
NISP_Y,galaxy_and_stream_convolved_1_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.378208,5.367337,57.968868,58.349823,5.066728,0.027040,58.241394,4.835881,35147,0.878675
NISP_Y,galaxy_and_stream_convolved_10_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.505226,4.192796,57.264187,57.483643,4.094786,0.021062,57.392036,3.904880,37835,0.945875
NISP_Y,galaxy_and_stream_convolved_8_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,54.934628,4.469689,54.601833,54.921799,4.430528,0.022750,54.812408,4.234462,37945,0.948625
NISP_Y,galaxy_and_stream_convolved_8_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.256329,4.553319,54.911041,55.246319,4.521968,0.023630,55.144196,4.337413,36634,0.915850
NISP_Y,galaxy_and_stream_convolved_8_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,54.853340,4.449310,54.529510,54.840023,4.408814,0.022527,54.726208,4.203336,38323,0.958075
NISP_Y,galaxy_and_stream_convolved_2_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.171337,3.997671,58.875244,59.145222,3.897905,0.020635,59.070881,3.761260,35716,0.892900
NISP_Y,galaxy_and_stream_convolved_3_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.518661,3.793175,56.244038,56.493313,3.697672,0.019682,56.402344,3.532184,35330,0.883250
NISP_Y,galaxy_and_stream_convolved_5_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,61.502220,5.983247,61.130825,61.468002,5.617563,0.031254,61.367752,5.361119,32345,0.808625
NISP_Y,galaxy_and_stream_convolved_10_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.595215,4.203816,57.351372,57.572392,4.102738,0.021179,57.484760,3.920789,37567,0.939175
NISP_Y,galaxy_and_stream_convolved_6_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.620377,6.388015,57.488785,57.807152,5.134045,0.027375,57.739799,4.839015,35395,0.884875
NISP_Y,galaxy_and_stream_convolved_7_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.449574,4.265600,58.132118,58.418316,4.056880,0.021821,58.318001,3.876363,34599,0.864975
NISP_Y,galaxy_and_stream_convolved_7_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.321426,4.225664,58.006790,58.289848,4.015027,0.021532,58.187000,3.831522,34806,0.870150
NISP_Y,galaxy_and_stream_convolved_9_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.308990,4.746756,55.948364,56.281208,4.662606,0.024298,56.158371,4.434824,36860,0.921500
NISP_Y,galaxy_and_stream_convolved_3_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.957443,3.978480,56.667835,56.929832,3.859855,0.021572,56.825359,3.672645,32047,0.801175
NISP_Y,galaxy_and_stream_convolved_9_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.986626,4.665519,55.635300,55.960403,4.586020,0.023710,55.840523,4.359397,37449,0.936225
NISP_Y,galaxy_and_stream_convolved_1_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.567902,5.776136,59.076599,59.525616,5.376955,0.030308,59.419395,5.154621,31505,0.787625
NISP_Y,galaxy_and_stream_convolved_2_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.633888,3.902578,58.348785,58.607300,3.801437,0.019733,58.530190,3.659274,37149,0.928725
NISP_Y,galaxy_and_stream_convolved_8_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.023705,4.498033,54.678150,55.011917,4.461472,0.023025,54.901230,4.261573,37563,0.939075
NISP_Y,galaxy_and_stream_convolved_4_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.619514,5.484007,57.211887,57.568424,5.050982,0.026741,57.429348,4.752082,35750,0.893750
NISP_Y,galaxy_and_stream_convolved_1_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.954563,5.207855,57.560425,57.932858,4.968282,0.026011,57.818306,4.715119,36519,0.912975
NISP_Y,galaxy_and_stream_convolved_3_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.451099,3.780715,56.179482,56.422100,3.675297,0.019171,56.326263,3.502773,36799,0.919975
NISP_Y,galaxy_and_stream_convolved_10_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.448204,4.192093,57.204700,57.426788,4.094807,0.020971,57.335445,3.909412,38165,0.954125
NISP_Y,galaxy_and_stream_convolved_3_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.275723,3.718203,56.013905,56.250172,3.629871,0.018683,56.153114,3.453768,37789,0.944725
NISP_Y,galaxy_and_stream_convolved_10_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.465126,4.190866,57.223186,57.443626,4.093168,0.021006,57.350681,3.902246,38007,0.950175
NISP_Y,galaxy_and_stream_convolved_3_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.482693,3.795763,56.207756,56.454342,3.691774,0.019363,56.354584,3.513804,36394,0.909850
NISP_Y,galaxy_and_stream_convolved_4_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.423290,5.420386,57.014999,57.374245,4.993694,0.026258,57.239296,4.700061,36238,0.905950
NISP_Y,galaxy_and_stream_convolved_4_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.731773,5.522602,57.310883,57.678261,5.082437,0.027016,57.538490,4.782587,35466,0.886650
NISP_Y,galaxy_and_stream_convolved_4_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.540363,5.452065,57.130013,57.489594,5.018615,0.026509,57.354496,4.727458,35914,0.897850
NISP_Y,galaxy_and_stream_convolved_6_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.391430,6.294214,57.276894,57.574688,5.053559,0.026637,57.515511,4.779634,36216,0.905400
NISP_Y,galaxy_and_stream_convolved_8_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.159317,4.530499,54.818970,55.148098,4.495983,0.023395,55.040680,4.303498,36948,0.923700
NISP_Y,galaxy_and_stream_convolved_4_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.342190,5.409099,56.923286,57.292530,4.981259,0.026108,57.153252,4.677963,36475,0.911875
NISP_Y,galaxy_and_stream_convolved_5_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,60.885139,5.869818,60.537941,60.847919,5.496408,0.030069,60.745533,5.234132,33456,0.836400
NISP_Y,galaxy_and_stream_convolved_1_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.027721,5.279062,57.626900,58.000362,4.978793,0.026209,57.887383,4.729052,36123,0.903075
NISP_Y,galaxy_and_stream_convolved_8_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.612793,4.924964,56.202747,56.599514,4.881537,0.026730,56.478073,4.668948,33367,0.834175
NISP_Y,galaxy_and_stream_convolved_1_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.535248,5.402226,58.116554,58.507050,5.105235,0.027393,58.399673,4.875989,34767,0.869175
NISP_Y,galaxy_and_stream_convolved_5_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,60.509087,5.793167,60.185390,60.461121,5.386658,0.029235,60.356045,5.117021,34005,0.850125
NISP_Y,galaxy_and_stream_convolved_8_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.727711,4.687118,55.375458,55.714897,4.644815,0.024731,55.600380,4.444510,35291,0.882275
NISP_Y,galaxy_and_stream_convolved_6_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.302258,6.259695,57.190742,57.483574,5.020918,0.026360,57.423038,4.746490,36506,0.912650
NISP_Y,galaxy_and_stream_convolved_9_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.106033,4.686546,55.763561,56.080929,4.610165,0.023921,55.961430,4.385626,37177,0.929425
NISP_Y,galaxy_and_stream_convolved_1_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.988110,5.273536,57.583496,57.960995,4.974454,0.026102,57.847778,4.722882,36357,0.908925
NISP_Y,galaxy_and_stream_convolved_10_0.2_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.881607,4.271591,57.630043,57.858200,4.166751,0.021679,57.770061,3.981248,36978,0.924450
NISP_Y,galaxy_and_stream_convolved_4_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.941814,5.583114,57.508553,57.887146,5.139983,0.027537,57.745880,4.840281,34914,0.872850
NISP_Y,galaxy_and_stream_convolved_3_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.389614,3.770330,56.120743,56.359856,3.662370,0.018946,56.263416,3.487626,37414,0.935350
NISP_Y,galaxy_and_stream_convolved_10_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.035370,4.513648,58.734596,59.012432,4.411922,0.023481,58.920067,4.233124,35339,0.883475
NISP_Y,galaxy_and_stream_convolved_9_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.514275,4.786376,56.138748,56.489120,4.710042,0.024649,56.367985,4.486695,36546,0.913650
NISP_Y,galaxy_and_stream_convolved_10_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.063503,4.310609,57.812592,58.039913,4.205885,0.021965,57.956665,4.032331,36703,0.917575
NISP_Y,galaxy_and_stream_convolved_6_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.347500,6.619709,58.184769,58.538525,5.344073,0.029112,58.467194,5.032248,33917,0.847925
NISP_Y,galaxy_and_stream_convolved_8_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.411812,4.592909,55.066490,55.401611,4.561140,0.024001,55.292862,4.367066,36128,0.903200
NISP_Y,galaxy_and_stream_convolved_4_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.243382,5.382428,56.832577,57.194859,4.957366,0.025910,57.057110,4.654018,36677,0.916925
NISP_Y,galaxy_and_stream_convolved_5_0.4_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.899235,5.628980,59.604172,59.851238,5.214003,0.027884,59.754414,4.958542,35024,0.875600
NISP_Y,galaxy_and_stream_convolved_9_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.867165,4.636535,55.514587,55.842831,4.562919,0.023495,55.720333,4.333414,37752,0.943800
NISP_Y,galaxy_and_stream_convolved_10_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.394608,4.395254,58.124359,58.373657,4.298046,0.022571,58.282642,4.116940,36293,0.907325
NISP_Y,galaxy_and_stream_convolved_7_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.229382,4.512655,58.872078,59.195312,4.296103,0.023671,59.086605,4.104659,32974,0.824350
NISP_Y,galaxy_and_stream_convolved_2_0.15_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.741520,3.925915,58.458984,58.715778,3.827170,0.019948,58.640633,3.687849,36846,0.921150
NISP_Y,galaxy_and_stream_convolved_6_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.491196,6.347352,57.369888,57.674751,5.107425,0.027031,57.608135,4.817541,35923,0.898075
NISP_Y,galaxy_and_stream_convolved_10_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.773052,4.241033,57.526131,57.752850,4.146825,0.021505,57.664909,3.962540,37218,0.930450
NISP_Y,galaxy_and_stream_convolved_5_0.25_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,60.282879,5.759203,59.960831,60.229298,5.324701,0.028734,60.130787,5.065470,34401,0.860025
NISP_Y,galaxy_and_stream_convolved_9_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,56.944901,4.855886,56.563286,56.921623,4.786331,0.025296,56.792904,4.551983,35832,0.895800
NISP_Y,galaxy_and_stream_convolved_7_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.865967,4.631628,59.511093,59.835361,4.419928,0.025400,59.727524,4.232422,30306,0.757650
NISP_Y,galaxy_and_stream_convolved_1_0.1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.825443,5.457059,58.400139,58.794437,5.177060,0.028081,58.679718,4.933525,34019,0.850475
